Date,Close,Open,High,Low,Volume,Change %
3/26/2017,49363.10,47170.00,49510.00,46897.00,5290,4.65%
3/27/2017,47170.00,47611.00,50105.00,47060.00,8170,-0.93%
3/28/2017,47611.00,50503.40,50824.00,47408.00,5280,-5.73%
3/29/2017,50503.40,50634.00,51239.00,48760.00,4030,-0.26%
3/30/2017,50634.00,50566.60,51969.00,50102.00,3910,0.13%
3/31/2017,50566.60,49469.00,50974.00,47295.00,8050,2.22%
4/1/2017,49469.00,49272.00,49752.00,47860.00,4780,0.40%
4/2/2017,49272.00,53709.00,53879.00,42101.00,22580,-8.26%
4/3/2017,53709.00,56517.00,57599.00,52062.00,10730,-4.97%
4/4/2017,56517.00,57250.00,57389.00,55842.00,4410,-1.28%
4/5/2017,57250.00,56938.00,59055.00,56505.00,5180,0.55%
4/6/2017,56938.00,57845.00,59174.00,55940.00,6470,-1.57%
4/7/2017,57845.00,57325.00,58886.00,56772.00,5070,0.91%
4/8/2017,57325.00,54836.00,57469.00,53482.00,4940,4.54%
4/9/2017,54836.00,53738.00,55329.00,53711.00,3090,2.04%
4/10/2017,53738.00,58995.00,59229.00,53565.00,12190,-8.91%
4/11/2017,58995.00,57209.00,59423.40,57070.00,3980,3.12%
4/12/2017,57209.00,57602.00,57762.00,55916.90,4890,-0.68%
4/13/2017,57602.00,56299.00,57866.20,55460.00,8560,2.31%
4/14/2017,56299.00,58790.00,59407.00,55714.00,8830,-4.24%
4/15/2017,58790.00,59739.00,60047.00,58624.00,2440,-1.59%
4/16/2017,59739.00,58130.00,59886.00,57494.40,3130,2.77%
4/17/2017,58130.00,56932.00,58379.00,55670.00,5180,1.96%
4/18/2017,57014.00,60386.10,60945.00,56559.00,11540,-5.58%
4/19/2017,60386.10,60124.00,60847.00,58427.00,6720,0.44%
4/20/2017,60124.00,63562.00,63562.00,58708.00,13070,-5.41%
4/21/2017,63562.00,65471.00,66320.00,63383.30,5270,-2.92%
4/22/2017,65471.00,64406.00,65471.00,63589.00,2190,1.65%
4/23/2017,64406.00,64137.00,64968.20,63405.00,1870,0.39%
4/24/2017,64156.00,64801.00,65412.00,62310.00,5120,-1.00%
4/25/2017,64801.00,64954.00,65541.00,64089.00,2860,-0.24%
4/26/2017,64954.00,66935.00,68925.00,63123.00,12230,-2.96%
4/27/2017,66935.00,67526.00,68429.00,66343.00,6460,-0.88%
4/28/2017,67526.00,63259.10,67665.00,63259.10,8980,6.75%
4/29/2017,63259.10,61495.00,63279.00,61400.00,3230,2.87%
4/30/2017,61496.00,61016.40,61583.00,60100.00,2930,0.79%
5/1/2017,61016.40,61422.80,62598.00,60746.30,2260,-0.66%
5/2/2017,61422.80,62904.00,63060.20,60733.00,2930,-2.35%
5/3/2017,62904.00,63249.00,63556.00,60624.00,4760,-0.55%
5/4/2017,63249.00,60927.00,64263.40,60661.00,5200,3.81%
5/5/2017,60927.00,61330.00,62485.00,59595.60,4810,-0.66%
5/6/2017,61330.00,61838.80,62414.00,60021.00,2420,-0.82%
5/7/2017,61838.80,62235.00,62353.00,60756.00,2240,-0.64%
5/8/2017,62235.00,60598.00,62980.00,60189.50,3920,2.70%
5/9/2017,60598.00,58453.00,62395.00,57612.00,8070,3.67%
5/10/2017,58453.00,60289.00,61447.70,58096.40,7140,-3.05%
5/11/2017,60290.00,63100.00,63306.00,59852.00,4750,-4.45%
5/12/2017,63100.00,60847.00,63666.00,60633.00,3710,3.70%
5/13/2017,60847.00,61302.00,61471.00,59537.00,2880,-0.74%
5/14/2017,61302.00,60708.00,61731.00,59762.00,2710,0.98%
5/15/2017,60708.00,62200.00,63708.00,60045.00,6350,-2.40%
5/16/2017,62200.00,65988.00,66643.00,62100.00,13370,-5.74%
5/17/2017,65988.00,64263.00,66927.00,63536.00,9260,2.73%
5/18/2017,64237.00,62034.00,64418.00,61441.10,9150,3.55%
5/19/2017,62034.00,61504.00,62661.00,59948.00,8560,0.85%
5/20/2017,61511.00,60867.50,61652.00,59073.00,5140,1.06%
5/21/2017,60867.50,61680.00,62325.00,60175.00,4280,-1.36%
5/22/2017,61709.00,57354.00,62897.00,56889.00,11880,7.59%
5/23/2017,57354.00,57381.00,58473.00,56880.00,4590,-0.05%
5/24/2017,57381.00,55967.00,57758.00,54310.00,3090,2.53%
5/25/2017,55967.00,57468.00,57633.00,54000.00,5940,-2.61%
5/26/2017,57468.00,54701.00,57802.50,54430.00,7510,5.06%
5/27/2017,54701.00,54978.00,56414.00,54173.00,5840,-0.50%
5/28/2017,54978.00,53925.00,55443.70,53711.00,2440,1.95%
5/29/2017,53925.00,53793.00,56000.00,53649.00,5480,0.25%
5/30/2017,53793.00,55331.00,55339.00,53444.00,4950,-2.78%
5/31/2017,55331.00,51508.00,55724.00,50448.00,10520,7.42%
6/1/2017,51508.00,49232.00,51891.10,49065.00,6680,4.58%
6/2/2017,49252.00,48243.00,49503.00,46951.00,6190,2.09%
6/3/2017,48243.00,47675.00,49187.00,47124.00,3600,1.19%
6/4/2017,47675.00,48151.00,48330.00,47459.00,2060,-1.00%
6/5/2017,48157.00,43830.00,48454.00,43311.00,8320,9.87%
6/6/2017,43830.00,41551.00,44107.00,41432.00,5110,5.48%
6/7/2017,41551.00,41064.00,42591.00,40811.00,4390,1.19%
6/8/2017,41064.00,42191.00,42777.00,40928.00,6160,-2.67%
6/9/2017,42191.00,43220.50,44354.00,42144.00,4260,-2.29%
6/10/2017,43180.00,42711.00,43931.00,40830.00,5470,1.10%
6/11/2017,42711.00,42854.00,42977.00,41731.00,2960,-0.39%
6/12/2017,42878.00,44882.00,45140.00,40779.00,11760,-4.47%
6/13/2017,44882.00,43582.60,44986.00,43121.00,5290,2.98%
6/14/2017,43582.60,40632.50,43998.00,40607.00,8430,7.18%
6/15/2017,40664.00,43002.00,43622.30,39678.00,14960,-5.44%
6/16/2017,43002.00,47239.00,47323.00,42577.00,12630,-8.97%
6/17/2017,47239.00,48309.00,48370.00,46837.00,2280,-2.21%
6/18/2017,48309.00,47296.00,48794.00,47070.00,2050,2.15%
6/19/2017,47292.00,47786.00,48183.00,46782.00,2490,-1.03%
6/20/2017,47786.00,48136.00,48518.00,47080.00,3610,-0.73%
6/21/2017,48136.00,47078.00,48440.00,46738.00,3980,2.25%
6/22/2017,47078.00,44960.00,47235.00,44726.00,3520,4.71%
6/23/2017,44960.00,46069.00,46823.00,43514.00,8770,-2.41%
6/24/2017,46069.00,45169.00,46391.00,44780.10,3390,1.99%
6/25/2017,45169.00,44852.00,45990.00,44750.00,2540,0.71%
6/26/2017,44852.00,46389.00,47036.00,44265.10,5180,-3.31%
6/27/2017,46389.00,46088.00,47397.00,45591.00,3850,0.65%
6/28/2017,46088.00,46778.00,47342.40,44509.90,7550,-1.48%
6/29/2017,46778.00,52676.00,52888.00,43347.00,16700,-11.20%
6/30/2017,52676.00,51762.00,52709.00,51062.00,4840,1.77%
7/1/2017,51762.00,49899.00,51900.00,49500.00,5540,3.73%
7/2/2017,49899.00,50000.00,50529.00,49418.00,2370,-0.20%
7/3/2017,50000.00,49291.00,51032.00,48362.00,7330,1.44%
7/4/2017,49291.00,48844.00,50365.00,48633.00,4950,0.92%
7/5/2017,48844.00,47157.00,49102.00,46600.00,5710,3.58%
7/6/2017,47157.00,47008.00,48241.00,46725.00,4300,0.32%
7/7/2017,47008.00,48800.00,48915.70,46904.00,4120,-3.67%
7/8/2017,48800.00,48914.00,49650.00,47844.00,4050,-0.23%
7/9/2017,48914.00,49076.10,49310.00,48400.00,2300,-0.33%
7/10/2017,49076.10,46832.00,49159.00,46364.90,5800,4.79%
7/11/2017,46832.00,48989.00,49385.00,46370.70,6480,-4.40%
7/12/2017,48989.00,47714.00,49244.00,47158.00,4120,2.67%
7/13/2017,47714.00,49539.00,49857.00,47604.00,4770,-3.68%
7/14/2017,49539.00,49264.00,50506.30,49055.00,5420,0.56%
7/15/2017,49264.00,48868.00,49487.00,48121.00,2750,0.81%
7/16/2017,48868.00,49332.00,49784.00,48290.00,3920,-0.94%
7/17/2017,49332.00,46765.00,49362.00,46660.00,6040,5.49%
7/18/2017,46765.00,44744.00,47060.00,43992.00,5970,4.52%
7/19/2017,44744.00,44698.00,46007.80,44290.00,5820,0.10%
7/20/2017,44698.00,45940.00,47157.00,44467.00,6930,-2.70%
7/21/2017,45940.00,47031.00,48059.00,45689.00,6060,-2.32%
7/22/2017,47031.00,47084.00,47355.00,45556.00,3830,-0.11%
7/23/2017,47084.00,47842.00,48120.00,46036.00,4350,-1.58%
7/24/2017,47842.00,44423.00,47866.00,44276.00,7390,7.70%
7/25/2017,44423.00,45546.00,46185.00,43789.00,5640,-2.47%
7/26/2017,45546.00,45612.00,46725.00,45358.00,4320,-0.14%
7/27/2017,45612.00,46291.00,46674.00,44644.00,6370,-1.47%
7/28/2017,46293.00,43770.00,46432.20,42792.00,10720,5.76%
7/29/2017,43770.00,44589.00,45249.00,43300.00,8160,-1.84%
7/30/2017,44589.00,42830.00,44689.20,42464.00,9320,4.11%
7/31/2017,42830.00,40887.00,43294.00,39933.00,6460,4.75%
8/1/2017,40887.00,39741.00,41352.00,37361.00,6430,2.85%
8/2/2017,39754.00,38219.00,39965.00,37564.00,3670,4.05%
8/3/2017,38207.00,39156.00,39774.00,37700.00,5080,-2.42%
8/4/2017,39156.00,39922.00,40441.00,38716.00,4620,-1.92%
8/5/2017,39922.00,41409.00,42532.00,39596.00,9110,-3.59%
8/6/2017,41409.00,42169.00,42317.00,41051.00,5070,-1.80%
8/7/2017,42169.00,40034.40,42244.00,38373.00,7770,5.31%
8/8/2017,40041.00,40004.00,40623.00,39282.00,4070,0.09%
8/9/2017,40004.00,39563.00,40899.00,38822.00,7980,1.11%
8/10/2017,39563.00,37296.00,39563.00,36436.00,6040,6.08%
8/11/2017,37296.00,35422.00,40515.60,35276.00,16310,5.34%
8/12/2017,35407.00,34620.00,35430.00,33906.00,2780,4.62%
8/13/2017,33845.00,33597.10,34043.00,33422.00,3340,0.74%
8/14/2017,33597.10,32320.00,33625.30,32020.00,3970,3.95%
8/15/2017,32320.00,32141.00,32609.70,31747.00,5230,0.56%
8/16/2017,32141.00,29806.10,32804.00,29545.00,8250,7.83%
8/17/2017,29806.10,30847.00,31075.00,29341.00,8880,-3.37%
8/18/2017,30847.00,31824.00,31924.00,30514.00,12800,-3.07%
8/19/2017,31824.00,31559.00,32427.00,31211.80,12410,0.84%
8/20/2017,31559.00,31427.00,31975.00,31224.00,13710,0.41%
8/21/2017,31429.00,31875.00,32266.00,31055.00,5380,-1.34%
8/22/2017,31857.00,32822.60,33194.00,31170.00,6960,-2.94%
8/23/2017,32822.60,32727.00,33117.00,31596.00,5190,0.29%
8/24/2017,32727.00,33090.00,33333.00,32210.00,4020,-1.10%
8/25/2017,33090.00,34239.00,34624.00,32616.00,8410,-3.36%
8/26/2017,34239.00,33506.00,34584.00,33317.00,2150,2.19%
8/27/2017,33506.00,33769.00,34221.00,33024.00,6460,-0.78%
8/28/2017,33769.00,32873.90,34044.00,32574.00,6660,2.72%
8/29/2017,32873.90,33886.00,33939.00,32063.00,14290,-2.99%
8/30/2017,33886.00,34256.00,35076.00,33826.00,3510,-0.74%
8/31/2017,34140.00,33668.00,34858.80,33668.00,8810,1.40%
9/1/2017,33668.00,35289.00,35289.00,33479.20,7720,-4.59%
9/2/2017,35289.00,35494.00,35782.00,35289.00,2930,1.53%
9/3/2017,34758.00,33816.00,34762.00,33561.60,2890,2.79%
9/4/2017,33816.00,33554.40,33924.00,32727.00,5150,0.78%
9/5/2017,33554.40,35043.50,35043.50,32821.00,5820,-4.25%
9/6/2017,35043.50,35895.90,35981.00,34754.00,3450,-2.37%
9/7/2017,35895.90,34484.00,36411.00,34316.70,5510,4.09%
9/8/2017,34484.00,34717.00,35168.00,34152.00,6180,-0.67%
9/9/2017,34717.00,32359.00,34717.00,32359.00,28710,7.29%
9/10/2017,32359.00,31584.70,32359.00,30331.00,20530,2.45%
9/11/2017,31584.00,34656.60,34915.00,31584.00,37670,-8.87%
9/12/2017,34656.60,33703.00,35137.20,32530.00,4860,2.83%
9/13/2017,33703.00,32553.00,34196.00,32553.00,9140,3.53%
9/14/2017,32553.00,31761.00,33300.00,29927.00,26870,2.49%
9/15/2017,31761.00,35631.00,35631.00,31475.00,23450,-10.86%
9/16/2017,35631.00,35585.80,35966.00,33725.00,16930,0.13%
9/17/2017,35585.80,35802.00,36236.00,35460.00,11570,-0.60%
9/18/2017,35802.00,38061.00,38061.00,35490.00,11420,-5.94%
9/19/2017,38061.00,38332.00,39324.00,37733.70,3540,-0.71%
9/20/2017,38332.00,40139.00,40394.00,38332.00,6790,-4.50%
9/21/2017,40139.00,40509.00,40708.80,39726.00,7780,-0.89%
9/22/2017,40500.00,39004.00,40732.00,38812.00,9730,3.84%
9/23/2017,39004.00,35531.00,39021.10,34984.00,8990,9.77%
9/24/2017,35531.00,37338.00,37338.00,35185.00,7380,-4.84%
9/25/2017,37338.00,36649.20,37427.00,36342.00,6420,1.88%
9/26/2017,36649.20,37347.00,37933.00,36559.00,9570,-1.87%
9/27/2017,37347.00,33415.00,37490.00,32673.00,26970,11.77%
9/28/2017,33415.00,33596.00,33744.80,31547.60,12920,-0.54%
9/29/2017,33596.00,35782.00,36613.30,33596.00,9970,-6.11%
9/30/2017,35782.00,35543.00,36238.00,35496.00,6510,0.67%
10/1/2017,35543.00,36844.00,37690.30,35296.00,6590,-3.56%
10/2/2017,36854.00,39209.00,39209.00,36532.00,5930,-6.01%
10/3/2017,39209.00,37590.00,39209.00,37371.00,5750,4.31%
10/4/2017,37590.00,36672.60,38053.00,36192.30,3970,2.50%
10/5/2017,36672.60,37305.00,37624.80,35928.00,5290,-1.70%
10/6/2017,37305.00,35615.00,37305.00,34527.00,5980,4.75%
10/7/2017,35615.00,34570.00,36138.00,33680.00,6020,3.02%
10/8/2017,34570.00,35667.00,36910.50,33681.00,7760,-3.08%
10/9/2017,35667.00,38484.70,38484.70,35028.00,10220,-7.20%
10/10/2017,38435.00,39301.00,40120.00,37381.00,5550,-2.20%
10/11/2017,39301.00,38363.00,40497.80,38020.20,8610,2.45%
10/12/2017,38363.00,38772.90,39761.00,36760.50,7770,-1.06%
10/13/2017,38772.90,34730.30,39201.00,34730.30,15130,11.64%
10/14/2017,34730.30,37585.00,38186.00,32623.00,25990,-7.60%
10/15/2017,37585.00,37415.00,38662.00,36150.00,13560,0.45%
10/16/2017,37415.00,40550.10,41500.00,35188.00,23310,-7.79%
10/17/2017,40578.00,36755.00,41827.00,35198.40,25600,10.40%
10/18/2017,36755.00,42935.00,42935.00,35303.40,67820,-14.39%
10/19/2017,42935.00,43544.00,45474.00,42611.80,10720,-1.40%
10/20/2017,43544.00,46569.00,46569.00,42304.00,37720,-6.52%
10/21/2017,46582.90,46784.90,49460.00,45340.00,19060,-0.43%
10/22/2017,46784.90,49917.00,50526.20,46784.90,9490,-6.27%
10/23/2017,49917.00,49747.00,51168.00,49289.00,6050,0.34%
10/24/2017,49747.00,49725.00,51154.00,48120.60,21160,0.04%
10/25/2017,49725.00,56715.00,57688.00,49725.00,14960,-12.32%
10/26/2017,56715.00,55851.00,56724.00,54789.00,7690,1.55%
10/27/2017,55851.00,58276.00,59454.30,55448.00,13490,-4.16%
10/28/2017,58276.00,58894.00,58956.50,56977.00,8480,-1.05%
10/29/2017,58894.00,57349.00,59327.00,57317.00,7610,2.69%
10/30/2017,57349.00,56451.00,58101.00,55606.00,6930,1.59%
10/31/2017,56451.00,57487.00,57843.00,55897.00,10440,-1.79%
11/1/2017,57477.00,52960.00,57477.00,52960.00,7660,7.91%
11/2/2017,53264.00,57147.00,57147.00,53264.00,10030,-6.79%
11/3/2017,57147.00,56605.00,58686.00,56605.00,7630,0.96%
11/4/2017,56605.00,57774.00,57774.00,56385.00,4200,-2.02%
11/5/2017,57774.00,57634.70,58265.00,57259.00,4320,0.24%
11/6/2017,57637.00,53566.00,57637.00,53339.00,7860,7.60%
11/7/2017,53566.00,54860.00,54860.00,52631.00,7080,-2.36%
11/8/2017,54860.00,55044.00,55575.00,54090.00,5760,-0.33%
11/9/2017,55044.00,54103.00,55215.00,53660.00,7240,1.74%
11/10/2017,54103.00,49129.00,54214.00,49129.00,11010,10.15%
11/11/2017,49116.30,50167.00,50539.00,48409.80,9600,-2.09%
11/12/2017,50167.00,51139.00,51139.00,49572.00,5980,-1.90%
11/13/2017,51139.00,51781.30,51781.30,48719.60,17250,-1.24%
11/14/2017,51781.30,53822.00,55067.00,51781.30,12690,-3.79%
11/15/2017,53822.00,56476.00,56476.00,53822.00,7100,-4.70%
11/16/2017,56476.00,55639.00,56950.00,54398.00,8390,1.50%
11/17/2017,55639.00,56173.00,57359.00,54912.80,8570,-0.93%
11/18/2017,56163.00,59970.00,60223.00,54416.80,26330,-6.35%
11/19/2017,59970.00,61325.00,62367.70,59970.00,7020,-2.21%
11/20/2017,61325.00,63196.00,63453.00,60286.00,11540,-2.96%
11/21/2017,63196.00,62907.00,63475.00,62348.00,6610,0.40%
11/22/2017,62942.70,63518.00,64374.00,62065.00,10930,-0.91%
11/23/2017,63518.00,59900.00,63518.00,59900.00,11260,6.04%
11/24/2017,59900.00,60034.80,60701.00,59747.00,5500,-0.22%
11/25/2017,60034.80,59823.80,60486.00,59411.00,4650,0.35%
11/26/2017,59823.80,58114.00,60984.00,58114.00,9790,2.94%
11/27/2017,58114.00,58110.00,58683.00,57849.00,3750,0.01%
11/28/2017,58110.00,55960.00,58110.00,55960.00,4480,3.84%
11/29/2017,55960.00,57991.00,58490.00,55960.00,8850,-3.50%
11/30/2017,57991.00,59145.00,59200.00,57603.00,5620,-1.95%
12/1/2017,59145.00,58240.00,59145.00,57034.00,5590,1.55%
12/2/2017,58240.00,57023.00,58240.00,57023.00,4970,2.13%
12/3/2017,57023.00,58959.00,59499.00,57023.00,6630,-3.28%
12/4/2017,58959.00,58727.40,59834.00,58727.40,6150,0.39%
12/5/2017,58727.40,58796.00,59172.90,58498.00,4350,-0.12%
12/6/2017,58796.00,58841.00,59453.00,57698.00,8120,-0.08%
12/7/2017,58841.00,57672.30,59349.00,57278.00,7870,2.03%
12/8/2017,57672.30,55773.00,58162.00,54984.00,10120,3.41%
12/9/2017,55773.00,55886.00,56326.00,55089.00,4210,-0.20%
12/10/2017,55886.00,54992.90,56249.00,54373.00,5180,1.62%
12/11/2017,54992.90,51363.00,54992.90,51363.00,7710,7.07%
12/12/2017,51363.00,52347.20,52926.00,50874.00,11590,-1.88%
12/13/2017,52347.20,54331.00,56919.00,52347.20,14080,-3.65%
12/14/2017,54331.00,54074.00,55646.90,53541.20,6570,0.48%
12/15/2017,54074.00,57368.00,58036.00,54074.00,8720,-5.74%
12/16/2017,57368.00,58087.00,58499.50,56200.00,8290,-1.24%
12/17/2017,58087.00,58074.00,59421.00,58074.00,6780,0.02%
12/18/2017,58074.00,57640.00,58961.00,57030.00,6480,0.75%
12/19/2017,57640.00,58870.00,59799.00,57580.00,7240,-2.09%
12/20/2017,58870.00,56924.00,58870.00,54576.00,11270,3.42%
12/21/2017,56924.00,55644.00,56924.00,54049.00,10490,2.30%
12/22/2017,55644.00,59005.00,60141.10,55644.00,14780,-5.70%
12/23/2017,59005.00,61207.00,61468.00,59005.00,6640,-3.60%
12/24/2017,61207.00,57315.00,61207.00,56488.00,13700,6.79%
12/25/2017,57315.00,57869.00,57869.00,55946.00,9560,-0.96%
12/26/2017,57869.00,55939.00,57921.00,54834.00,8660,3.42%
12/27/2017,55955.20,54950.00,57033.00,53698.70,10680,1.83%
12/28/2017,54949.40,52395.00,54949.40,52395.00,8200,4.88%
12/29/2017,52395.00,51031.20,52395.00,49821.00,6150,2.67%
12/30/2017,51031.20,48895.00,51031.20,48895.00,5370,4.37%
12/31/2017,48895.00,48811.00,49043.10,47515.40,4210,0.17%
1/1/2018,48811.00,48368.00,49277.00,46662.00,9420,0.92%
1/2/2018,48368.00,50425.00,51556.00,48059.00,9560,-4.08%
1/3/2018,50425.00,48526.00,52018.00,48526.00,8600,3.91%
1/4/2018,48526.00,49572.00,49572.00,47453.60,8370,-2.11%
1/5/2018,49572.00,45300.00,49572.00,45300.00,9420,9.43%
1/6/2018,45300.00,46217.00,46360.50,43380.00,13540,-1.98%
1/7/2018,46217.00,46319.00,47766.90,46217.00,7600,-0.22%
1/8/2018,46319.00,47144.00,48250.00,45320.00,22330,-1.75%
1/9/2018,47144.00,49715.00,51511.00,47144.00,9550,-5.17%
1/10/2018,49715.00,48888.00,51043.00,47179.00,12000,1.69%
1/11/2018,48888.00,54078.00,54078.00,45343.50,32590,-9.60%
1/12/2018,54078.00,57376.00,57376.00,48383.00,27310,-5.75%
1/13/2018,57376.00,55838.00,58238.00,55639.00,6690,2.75%
1/14/2018,55838.00,55847.00,57352.00,55182.00,11630,-0.02%
1/15/2018,55847.00,51566.00,56093.00,51079.00,11800,8.30%
1/16/2018,51566.00,52060.00,52433.00,51356.90,5870,-0.95%
1/17/2018,52060.00,49225.00,52284.00,49225.00,9210,5.76%
1/18/2018,49225.00,47941.00,49533.50,47643.00,13040,2.68%
1/19/2018,47941.00,48587.00,48694.00,46563.00,9880,-1.33%
1/20/2018,48587.00,47177.00,49279.00,47177.00,7340,2.99%
1/21/2018,47177.00,47389.00,47939.00,46582.00,5230,-0.45%
1/22/2018,47389.00,47966.00,48540.00,47072.00,10790,-1.20%
1/23/2018,47966.00,44835.00,47981.00,44444.00,10300,6.98%
1/24/2018,44835.00,46486.00,47056.00,44541.00,10020,-3.55%
1/25/2018,46486.00,46440.00,48004.00,45882.00,15900,0.10%
1/26/2018,46440.00,38841.00,46440.00,38250.00,24790,19.56%
1/27/2018,38841.00,39257.00,39561.00,38061.00,7630,-1.06%
1/28/2018,39257.00,38260.00,40780.00,38260.00,10180,2.61%
1/29/2018,38260.00,36975.00,38260.00,36759.00,4480,3.48%
1/30/2018,36975.00,37677.00,37998.00,36521.00,6420,-1.86%
1/31/2018,37677.00,35563.00,37677.00,35563.00,8800,5.94%
2/1/2018,35563.00,33559.00,35960.00,33559.00,7010,5.97%
2/2/2018,33559.00,33141.00,34460.10,32595.00,5300,1.26%
2/3/2018,33141.00,34334.00,34334.00,32270.00,5820,-3.47%
2/4/2018,34334.00,34268.00,34791.00,33136.60,7290,0.16%
2/5/2018,34280.70,33350.00,38056.00,32466.00,28640,2.85%
2/6/2018,33331.00,30454.00,33418.00,30344.00,9170,9.45%
2/7/2018,30454.00,32519.00,32519.00,29815.00,14770,-6.35%
2/8/2018,32519.00,32268.10,32735.10,31434.00,8540,0.78%
2/9/2018,32268.10,32298.00,34693.00,32268.10,9230,-0.09%
2/10/2018,32298.00,32099.00,32830.00,31481.00,5890,0.62%
2/11/2018,32099.00,33062.00,33062.00,31773.00,7070,-2.91%
2/12/2018,33062.00,30852.00,33631.00,28991.00,15720,7.09%
2/13/2018,30873.00,35522.00,35522.00,30609.00,22350,-13.09%
2/14/2018,35521.10,35915.00,36263.00,33447.00,14140,-1.22%
2/15/2018,35958.00,36699.00,37673.00,35958.00,9610,-2.02%
2/16/2018,36699.00,35913.00,36906.00,35180.00,8410,2.22%
2/17/2018,35903.00,36061.00,36570.00,33914.00,9850,-0.42%
2/18/2018,36055.00,36741.00,37750.00,35809.00,10840,-1.87%
2/19/2018,36741.00,39145.00,39476.00,35268.00,15550,-6.20%
2/20/2018,39170.00,37374.00,39750.00,37193.00,12970,4.80%
2/21/2018,37375.00,34106.00,37418.00,33160.00,14890,9.59%
2/22/2018,34103.00,35448.00,35838.60,33616.00,22180,-3.87%
2/23/2018,35476.00,38226.00,38226.00,31842.00,48040,-7.19%
2/24/2018,38226.00,40171.00,41209.30,37436.00,19010,-4.84%
2/25/2018,40171.00,40509.00,41046.00,38966.00,8170,-0.83%
2/26/2018,40509.00,39407.00,41616.00,37723.00,21790,2.80%
2/27/2018,39407.00,36755.00,39672.00,36755.00,22110,7.22%
2/28/2018,36755.00,33986.00,36755.00,33901.00,18620,8.12%
3/1/2018,33996.00,32020.00,33996.00,30979.10,14480,6.17%
3/2/2018,32020.00,32971.00,33403.00,29178.00,24680,-2.88%
3/3/2018,32971.00,32183.00,34253.00,32110.00,18910,2.44%
3/4/2018,32185.00,29346.00,33168.00,29192.00,22010,9.67%
3/5/2018,29346.00,28933.00,29498.00,28932.00,8330,1.43%
3/6/2018,28933.00,28880.00,29133.00,28358.00,12220,0.18%
3/7/2018,28880.00,27316.00,28892.00,27316.00,10510,5.73%
3/8/2018,27315.00,27058.00,27315.00,25923.00,8920,0.95%
3/9/2018,27058.00,26241.00,27308.00,26241.00,7600,3.11%
3/10/2018,26241.00,26410.00,28051.10,26241.00,17960,-0.65%
3/11/2018,26412.00,24717.00,26577.00,24566.00,13150,6.86%
3/12/2018,24717.00,23743.00,24717.00,23491.00,13780,4.14%
3/13/2018,23735.00,23234.00,23735.00,22860.00,4750,2.16%
3/14/2018,23234.00,23805.00,23916.00,22917.00,12070,-2.40%
3/15/2018,23805.00,22701.00,23805.00,22489.70,7410,4.86%
3/16/2018,22701.00,23432.70,23901.00,22483.00,14180,-3.10%
3/17/2018,23427.00,23804.00,24099.00,23331.70,9600,-1.58%
3/18/2018,23804.00,23127.00,24058.00,22966.00,9670,2.93%
3/19/2018,23127.00,22806.60,23142.00,22544.00,7280,1.41%
3/20/2018,22806.60,21322.00,23492.00,21322.00,22870,6.96%
3/21/2018,21322.00,19459.00,21322.00,19388.00,21070,9.57%
3/22/2018,19459.00,19282.00,19548.00,19135.00,6930,0.92%
3/23/2018,19281.00,19180.00,19281.00,19076.00,2530,0.53%
3/24/2018,19180.00,18818.00,19338.10,18747.00,4830,1.96%
3/25/2018,18810.60,18050.00,18821.00,18050.00,3680,4.21%
3/26/2018,18050.00,18260.00,18260.00,17764.00,6570,-1.15%
3/27/2018,18260.00,18560.00,18560.00,18155.00,3660,-1.62%
3/28/2018,18560.00,18337.00,18630.00,17827.00,9770,1.23%
3/29/2018,18335.00,19196.00,19299.00,18335.00,9620,-4.49%
3/30/2018,19196.00,19410.00,19410.00,18959.40,2290,-1.10%
3/31/2018,19410.00,19157.00,19410.00,19015.60,4330,1.32%
4/1/2018,19157.00,18657.00,19157.00,18657.00,3660,2.68%
4/2/2018,18657.00,19452.00,19452.00,18657.00,8650,-4.06%
4/3/2018,19447.00,19241.00,19560.00,18999.40,5250,1.07%
4/4/2018,19241.00,18807.00,19275.00,18538.00,7630,2.31%
4/5/2018,18807.00,19695.00,19733.00,18727.00,21940,-4.47%
4/6/2018,19686.00,18196.00,19723.00,18196.00,14950,8.19%
4/7/2018,18196.00,17746.00,18212.00,17579.20,3990,2.54%
4/8/2018,17746.00,17169.30,17800.00,16997.00,5750,3.36%
4/9/2018,17169.30,17211.70,17492.00,16614.90,11210,-0.29%
4/10/2018,17219.00,18727.00,18824.00,16592.00,34340,-8.07%
4/11/2018,18730.00,19134.80,19303.00,18730.00,13480,-2.12%
4/12/2018,19134.80,18373.00,19349.00,18357.00,14940,4.15%
4/13/2018,18373.00,18399.00,18655.00,18158.00,8760,-0.14%
4/14/2018,18399.00,18660.00,18668.00,18122.00,9100,-1.40%
4/15/2018,18660.00,18669.00,18944.50,18521.00,6620,-0.05%
4/16/2018,18669.00,17810.00,18699.70,17810.00,7970,4.82%
4/17/2018,17810.00,17773.00,18140.00,17486.00,5570,0.21%
4/18/2018,17773.00,17674.90,18212.00,17378.60,17520,0.56%
4/19/2018,17674.90,16710.00,17740.00,16627.00,12210,5.77%
4/20/2018,16710.00,15962.20,16827.60,15906.00,6520,4.68%
4/21/2018,15962.20,16057.00,16095.00,15871.00,2560,-0.60%
4/22/2018,16058.30,16310.00,16310.00,15833.00,5090,-1.54%
4/23/2018,16310.00,16296.20,16405.00,16079.00,7700,0.10%
